context,prefix,namespace,status
obo,FIDEO,http://purl.obolibrary.org/obo/FIDEO_,canonical
obo,FIX,http://purl.obolibrary.org/obo/FIX_,canonical
obo,FLOPO,http://purl.obolibrary.org/obo/FLOPO_,canonical
obo,FLU,http://purl.obolibrary.org/obo/FLU_,canonical
obo,FMA,http://purl.obolibrary.org/obo/FMA_,canonical
obo,FOBI,http://purl.obolibrary.org/obo/FOBI_,canonical
obo,FOODON,http://purl.obolibrary.org/obo/FOODON_,canonical
obo,FOVT,http://purl.obolibrary.org/obo/FOVT_,canonical
obo,FYPO,http://purl.obolibrary.org/obo/FYPO_,canonical
obo,GALLONT,http://purl.obolibrary.org/obo/GALLONT_,canonical
obo,GAZ,http://purl.obolibrary.org/obo/GAZ_,canonical
obo,GECKO,http://purl.obolibrary.org/obo/GECKO_,canonical
obo,GENEPIO,http://purl.obolibrary.org/obo/GENEPIO_,canonical
obo,GENO,http://purl.obolibrary.org/obo/GENO_,canonical
obo,GEO,http://purl.obolibrary.org/obo/GEO_,canonical
obo,GNO,http://purl.obolibrary.org/obo/GNO_,canonical
obo,GO,http://purl.obolibrary.org/obo/GO_,canonical
obo,GRO,http://purl.obolibrary.org/obo/GRO_,canonical
obo,GSSO,http://purl.obolibrary.org/obo/GSSO_,canonical
obo,HABRONATTUS,http://purl.obolibrary.org/obo/HABRONATTUS_,canonical
obo,HANCESTRO,http://purl.obolibrary.org/obo/HANCESTRO_,canonical
obo,HAO,http://purl.obolibrary.org/obo/HAO_,canonical
obo,HOM,http://purl.obolibrary.org/obo/HOM_,canonical
obo,HP,http://purl.obolibrary.org/obo/HP_,canonical
obo,HsapDv,http://purl.obolibrary.org/obo/HsapDv_,canonical
obo,HSO,http://purl.obolibrary.org/obo/HSO_,canonical
obo,HTN,http://purl.obolibrary.org/obo/HTN_,canonical
obo,IAO,http://purl.obolibrary.org/obo/IAO_,canonical
obo,ICEO,http://purl.obolibrary.org/obo/ICEO_,canonical
obo,ICO,http://purl.obolibrary.org/obo/ICO_,canonical
obo,IDO,http://purl.obolibrary.org/obo/IDO_,canonical
obo,IDOMAL,http://purl.obolibrary.org/obo/IDOMAL_,canonical
obo,IEV,http://purl.obolibrary.org/obo/IEV_,canonical
obo,IMR,http://purl.obolibrary.org/obo/IMR_,canonical
obo,INO,http://purl.obolibrary.org/obo/INO_,canonical
obo,IPR,http://purl.obolibrary.org/obo/IPR_,canonical
obo,KISAO,http://purl.obolibrary.org/obo/KISAO_,canonical
obo,LABO,http://purl.obolibrary.org/obo/LABO_,canonical
obo,LEPAO,http://purl.obolibrary.org/obo/LEPAO_,canonical
obo,LIPRO,http://purl.obolibrary.org/obo/LIPRO_,canonical
obo,LOGGERHEAD,http://purl.obolibrary.org/obo/LOGGERHEAD_,canonical
obo,MA,http://purl.obolibrary.org/obo/MA_,canonical
obo,MAMO,http://purl.obolibrary.org/obo/MAMO_,canonical
obo,MAO,http://purl.obolibrary.org/obo/MAO_,canonical
obo,MAT,http://purl.obolibrary.org/obo/MAT_,canonical
obo,MAXO,http://purl.obolibrary.org/obo/MAXO_,canonical
obo,MCO,http://purl.obolibrary.org/obo/MCO_,canonical
obo,MCRO,http://purl.obolibrary.org/obo/MCRO_,canonical
obo,MF,http://purl.obolibrary.org/obo/MF_,canonical
obo,MFMO,http://purl.obolibrary.org/obo/MFMO_,canonical
obo,MFO,http://purl.obolibrary.org/obo/MFO_,canonical
obo,MFOEM,http://purl.obolibrary.org/obo/MFOEM_,canonical
obo,MFOMD,http://purl.obolibrary.org/obo/MFOMD_,canonical
obo,MI,http://purl.obolibrary.org/obo/MI_,canonical
obo,MIAPA,http://purl.obolibrary.org/obo/MIAPA_,canonical
obo,MICRO,http://purl.obolibrary.org/obo/MICRO_,canonical
obo,MIRNAO,http://purl.obolibrary.org/obo/MIRNAO_,canonical
obo,MIRO,http://purl.obolibrary.org/obo/MIRO_,canonical
obo,MMO,http://purl.obolibrary.org/obo/MMO_,canonical
obo,MmusDv,http://purl.obolibrary.org/obo/MmusDv_,canonical
obo,MO,http://purl.obolibrary.org/obo/MO_,canonical
obo,MOD,http://purl.obolibrary.org/obo/MOD_,canonical
obo,MONDO,http://purl.obolibrary.org/obo/MONDO_,canonical
obo,MOP,http://purl.obolibrary.org/obo/MOP_,canonical
obo,MP,http://purl.obolibrary.org/obo/MP_,canonical
obo,MPATH,http://purl.obolibrary.org/obo/MPATH_,canonical
obo,MPIO,http://purl.obolibrary.org/obo/MPIO_,canonical
obo,MRO,http://purl.obolibrary.org/obo/MRO_,canonical
obo,MS,http://purl.obolibrary.org/obo/MS_,canonical
obo,NBO,http://purl.obolibrary.org/obo/NBO_,canonical
obo,NCBITaxon,http://purl.obolibrary.org/obo/NCBITaxon_,canonical
obo,NCIT,http://purl.obolibrary.org/obo/NCIT_,canonical
obo,NCRO,http://purl.obolibrary.org/obo/NCRO_,canonical
obo,NGBO,http://purl.obolibrary.org/obo/NGBO_,canonical
obo,NIF_CELL,http://purl.obolibrary.org/obo/NIF_CELL_,canonical
obo,NIF_DYSFUNCTION,http://purl.obolibrary.org/obo/NIF_DYSFUNCTION_,canonical
obo,NIF_GROSSANATOMY,http://purl.obolibrary.org/obo/NIF_GROSSANATOMY_,canonical
obo,NMR,http://purl.obolibrary.org/obo/NMR_,canonical
obo,NOMEN,http://purl.obolibrary.org/obo/NOMEN_,canonical
obo,OAE,http://purl.obolibrary.org/obo/OAE_,canonical
obo,OARCS,http://purl.obolibrary.org/obo/OARCS_,canonical
obo,OBA,http://purl.obolibrary.org/obo/OBA_,canonical
obo,OBCS,http://purl.obolibrary.org/obo/OBCS_,canonical
obo,OBI,http://purl.obolibrary.org/obo/OBI_,canonical
obo,OBIB,http://purl.obolibrary.org/obo/OBIB_,canonical
obo,OBO_REL,http://purl.obolibrary.org/obo/OBO_REL_,canonical
obo,OCCO,http://purl.obolibrary.org/obo/OCCO_,canonical
obo,OGG,http://purl.obolibrary.org/obo/OGG_,canonical
obo,OGI,http://purl.obolibrary.org/obo/OGI_,canonical
obo,OGMS,http://purl.obolibrary.org/obo/OGMS_,canonical
obo,OGSF,http://purl.obolibrary.org/obo/OGSF_,canonical
obo,OHD,http://purl.obolibrary.org/obo/OHD_,canonical
obo,OHMI,http://purl.obolibrary.org/obo/OHMI_,canonical
obo,OHPI,http://purl.obolibrary.org/obo/OHPI_,canonical
obo,OlatDv,http://purl.obolibrary.org/obo/OlatDv_,canonical
obo,OMIABIS,http://purl.obolibrary.org/obo/OMIABIS_,canonical
obo,OMIT,http://purl.obolibrary.org/obo/OMIT_,canonical
obo,OMO,http://purl.obolibrary.org/obo/OMO_,canonical
obo,OMP,http://purl.obolibrary.org/obo/OMP_,canonical
obo,OMRSE,http://purl.obolibrary.org/obo/OMRSE_,canonical
obo,ONE,http://purl.obolibrary.org/obo/ONE_,canonical
obo,ONS,http://purl.obolibrary.org/obo/ONS_,canonical
obo,ONTOAVIDA,http://purl.obolibrary.org/obo/ONTOAVIDA_,canonical
obo,ONTONEO,http://purl.obolibrary.org/obo/ONTONEO_,canonical
obo,OOSTT,http://purl.obolibrary.org/obo/OOSTT_,canonical
obo,OPL,http://purl.obolibrary.org/obo/OPL_,canonical
obo,OPMI,http://purl.obolibrary.org/obo/OPMI_,canonical
obo,ORNASEQ,http://purl.obolibrary.org/obo/ORNASEQ_,canonical
obo,OVAE,http://purl.obolibrary.org/obo/OVAE_,canonical
obo,PAO,http://purl.obolibrary.org/obo/PAO_,canonical
obo,PATO,http://purl.obolibrary.org/obo/PATO_,canonical
obo,PCL,http://purl.obolibrary.org/obo/PCL_,canonical
obo,PCO,http://purl.obolibrary.org/obo/PCO_,canonical
obo,PD_ST,http://purl.obolibrary.org/obo/PD_ST_,canonical
obo,PDRO,http://purl.obolibrary.org/obo/PDRO_,canonical
obo,PdumDv,http://purl.obolibrary.org/obo/PdumDv_,canonical
obo,PECO,http://purl.obolibrary.org/obo/PECO_,canonical
obo,PGDSO,http://purl.obolibrary.org/obo/PGDSO_,canonical
obo,PHIPO,http://purl.obolibrary.org/obo/PHIPO_,canonical
obo,PLANA,http://purl.obolibrary.org/obo/PLANA_,canonical
obo,PLANP,http://purl.obolibrary.org/obo/PLANP_,canonical
obo,PLO,http://purl.obolibrary.org/obo/PLO_,canonical
obo,PO,http://purl.obolibrary.org/obo/PO_,canonical
obo,PORO,http://purl.obolibrary.org/obo/PORO_,canonical
obo,PPO,http://purl.obolibrary.org/obo/PPO_,canonical
obo,PR,http://purl.obolibrary.org/obo/PR_,canonical
obo,PROCO,http://purl.obolibrary.org/obo/PROCO_,canonical
obo,PROPREO,http://purl.obolibrary.org/obo/PROPREO_,canonical
obo,PSDO,http://purl.obolibrary.org/obo/PSDO_,canonical
obo,PSO,http://purl.obolibrary.org/obo/PSO_,canonical
obo,PW,http://purl.obolibrary.org/obo/PW_,canonical
obo,RBO,http://purl.obolibrary.org/obo/RBO_,canonical
obo,RESID,http://purl.obolibrary.org/obo/RESID_,canonical
obo,REX,http://purl.obolibrary.org/obo/REX_,canonical
obo,RNAO,http://purl.obolibrary.org/obo/RNAO_,canonical
obo,RO,http://purl.obolibrary.org/obo/RO_,canonical
obo,RS,http://purl.obolibrary.org/obo/RS_,canonical
obo,RXNO,http://purl.obolibrary.org/obo/RXNO_,canonical
obo,SAO,http://purl.obolibrary.org/obo/SAO_,canonical
obo,SBO,http://purl.obolibrary.org/obo/SBO_,canonical
obo,SCDO,http://purl.obolibrary.org/obo/SCDO_,canonical
obo,SEP,http://purl.obolibrary.org/obo/SEP_,canonical
obo,SEPIO,http://purl.obolibrary.org/obo/SEPIO_,canonical
obo,SIBO,http://purl.obolibrary.org/obo/SIBO_,canonical
obo,SLSO,http://purl.obolibrary.org/obo/SLSO_,canonical
obo,SO,http://purl.obolibrary.org/obo/SO_,canonical
obo,SOPHARM,http://purl.obolibrary.org/obo/SOPHARM_,canonical
obo,SPD,http://purl.obolibrary.org/obo/SPD_,canonical
obo,STATO,http://purl.obolibrary.org/obo/STATO_,canonical
obo,SWO,http://purl.obolibrary.org/obo/SWO_,canonical
obo,SYMP,http://purl.obolibrary.org/obo/SYMP_,canonical
obo,T4FS,http://purl.obolibrary.org/obo/T4FS_,canonical
obo,TADS,http://purl.obolibrary.org/obo/TADS_,canonical
obo,TAHE,http://purl.obolibrary.org/obo/TAHE_,canonical
obo,TAHH,http://purl.obolibrary.org/obo/TAHH_,canonical
obo,TAO,http://purl.obolibrary.org/obo/TAO_,canonical
obo,TAXRANK,http://purl.obolibrary.org/obo/TAXRANK_,canonical
obo,TGMA,http://purl.obolibrary.org/obo/TGMA_,canonical
obo,TO,http://purl.obolibrary.org/obo/TO_,canonical
obo,TRANS,http://purl.obolibrary.org/obo/TRANS_,canonical
obo,TTO,http://purl.obolibrary.org/obo/TTO_,canonical
obo,TXPO,http://purl.obolibrary.org/obo/TXPO_,canonical
obo,UBERON,http://purl.obolibrary.org/obo/UBERON_,canonical
obo,UO,http://purl.obolibrary.org/obo/UO_,canonical
obo,UPA,http://purl.obolibrary.org/obo/UPA_,canonical
obo,UPHENO,http://purl.obolibrary.org/obo/UPHENO_,canonical
obo,VariO,http://purl.obolibrary.org/obo/VariO_,canonical
obo,VBO,http://purl.obolibrary.org/obo/VBO_,canonical
obo,VHOG,http://purl.obolibrary.org/obo/VHOG_,canonical
obo,VO,http://purl.obolibrary.org/obo/VO_,canonical
obo,VSAO,http://purl.obolibrary.org/obo/VSAO_,canonical
obo,VT,http://purl.obolibrary.org/obo/VT_,canonical
obo,VTO,http://purl.obolibrary.org/obo/VTO_,canonical
obo,WBbt,http://purl.obolibrary.org/obo/WBbt_,canonical
obo,WBls,http://purl.obolibrary.org/obo/WBls_,canonical
obo,WBPhenotype,http://purl.obolibrary.org/obo/WBPhenotype_,canonical
obo,XAO,http://purl.obolibrary.org/obo/XAO_,canonical
obo,XCO,http://purl.obolibrary.org/obo/XCO_,canonical
obo,XLMOD,http://purl.obolibrary.org/obo/XLMOD_,canonical
obo,XPO,http://purl.obolibrary.org/obo/XPO_,canonical
obo,YPO,http://purl.obolibrary.org/obo/YPO_,canonical
obo,ZEA,http://purl.obolibrary.org/obo/ZEA_,canonical
obo,ZECO,http://purl.obolibrary.org/obo/ZECO_,canonical
obo,ZFA,http://purl.obolibrary.org/obo/ZFA_,canonical
obo,ZFS,http://purl.obolibrary.org/obo/ZFS_,canonical
obo,ZP,http://purl.obolibrary.org/obo/ZP_,canonical
bioportal,ABD,http://brd.bsvgateway.org/api/,canonical
bioportal,ACESO,http://www.semanticweb.org/cbmi/ontologies/2018/10/aceso#,canonical
bioportal,ACGT-MO,http://www.ifomis.org/acgt/1.0#,canonical
bioportal,AD-DROP,http://www.semanticweb.org/AD-DROP#,canonical
bioportal,ADALAB-META,http://rdf.adalab-project.org/ontology/adalab-meta/,canonical
bioportal,ADAR,http://purl.org/autism-ontology/1.0/autism-core.owl#,canonical
bioportal,ADAR,http://purl.org/autism-ontology/1.0/CA_ADOS1-2001.owl#,prefix_alias
bioportal,ADAR,http://purl.org/autism-ontology/1.0/Interests_and_behaviors_phenotype#,prefix_alias
bioportal,ADAR,http://purl.org/autism-ontology/1.0/assessment-result.owl#,prefix_alias
bioportal,ADAR,http://purl.org/autism-ontology/1.0/autism-merged.owl#,prefix_alias
bioportal,ADAR,http://purl.org/autism-ontology/1.0/autism-rules.owl#,prefix_alias
bioportal,ADAR,http://purl.org/autism-ontology/1.0/ca_adi-2003.owl#,prefix_alias
bioportal,ADAR,http://purl.org/autism-ontology/1.0/ca_ados4_2001.owl#,prefix_alias
bioportal,ADAR,http://purl.org/autism-ontology/1.0/ca_vinelandsurvey-2005.owl#,prefix_alias
bioportal,ADCAD,https://purl.dataone.org/odo/ADCAD_,canonical
bioportal,ADHER_INTCARE_EN,http://www.semanticweb.org/parracarlos/ontologies/2019/3/untitled-ontology-31#,canonical
bioportal,ADMO,http://www.semanticweb.org/ADMO#,canonical
bioportal,ADO,http://scai.fraunhofer.de/AlzheimerOntology#,canonical
bioportal,AGROCYMAC,http://www.semanticweb.org/yali/ontologies/2019/0/cultivos#,canonical
bioportal,AGROMOP,http://www.semanticweb.org/vera/ontologies/2020/1/untitled-ontology-5#,canonical
bioportal,AHOL,http://opendata.inra.fr/AHOL/AHOL_,canonical
bioportal,AHSO,https://w3id.org/ahso#,canonical
bioportal,AIRBUS,http://protege.stanford.edu/thesauri/aero/,canonical
bioportal,AISM,OBO:AISM_,canonical
bioportal,AMINO-ACID,http://www.co-ode.org/ontologies/amino-acid/2006/05/18/amino-acid.owl#,canonical
bioportal,AO,http://childhealthservicemodels.eu/asthma#,canonical
bioportal,APAOCUEMPLOY,http://www.semanticweb.org/ontologies/2015/0/ocupationalemploymentcluster.owl#,canonical
bioportal,APATREATMENT,http://www.semanticweb.org/ontologies/2015/0/treatmentcluster.owl#,canonical
bioportal,araport,OBO:Araport_,canonical
bioportal,ARCRC,http://purl.dataone.org/odo/ARCRC_,canonical
bioportal,ASDPTO,http://cbmi.med.harvard.edu/asdphenotype#,canonical
bioportal,ASPECT,http://purl.org/aspect/,canonical
bioportal,ATC,http://purl.bioontology.org/ontology/ATC/,canonical
bioportal,ATOL,http://opendata.inra.fr/ATOL/ATOL_,canonical
bioportal,AURA,http://www.projecthalo.com/aura#,canonical
bioportal,BAO,http://www.bioassayontology.org/bao#BAO_,canonical
bioportal,BCI-O,https://w3id.org/BCI-ontology#,canonical
bioportal,BCTT,http://purl.bioontology.org/ontology/BCTT#,canonical
bioportal,BFO,http://www.ifomis.org/bfo/1.1/snap#,canonical
bioportal,BHN,http://chu-rouen.fr/cismef/BHN#,canonical
bioportal,BIBFRAME,http://id.loc.gov/ontologies/bibframe/,canonical
bioportal,BIBLIOTEK-O,http://bibliotek-o.org/1.1/ontology/,canonical
bioportal,BIBLIOTEK-O,http://bibliotek-o.org/ontology/,prefix_alias
bioportal,BIM,http://cbakerlab.unbsj.ca/unbvps/BIM#,canonical
bioportal,BIM,http://cbakerlab.unbsj.ca:8080/ontologies/BIM.owl#,prefix_alias
bioportal,BIM,http://cbakerlab.unbsj.ca:8080/sebi/BIM.owl#,prefix_alias
bioportal,BIN,http://purl.bioontology.org/ontology/BIN/,canonical
bioportal,BIRNLEX,http://bioontology.org/projects/ontologies/birnlex#,canonical
bioportal,BNO,http://www.owl-ontologies.com/Ontology1361987617.owl#,canonical
bioportal,BOF,http://www.owl-ontologies.com/BiodiversityOntologyFull.owl#,canonical
bioportal,BP,http://www.biopax.org/release/biopax-level3.owl#,canonical
bioportal,BRCT,http://www.semanticweb.org/latitude_user/ontologies/2014/8/untitled-ontology-7#,canonical
bioportal,BRCT,http://www.semanticweb.org/ontologies/2009/9/Ontology1255357986125.owl#,prefix_alias
bioportal,BRIDG,http://www.bridgmodel.org/owl#,canonical
bioportal,BRO,http://bioontology.org/ontologies/BiomedicalResourceOntology.owl#,canonical
bioportal,BRSO,http://purl.jp/bio/10/brso/,canonical
bioportal,BRSO,http://purl.org/brso/BiologicalResourceStatus#,prefix_alias
bioportal,BRSO,http://purl.org/brso/BiologicalResourceType#,prefix_alias
bioportal,BSAO,OBO:BSA_,canonical
bioportal,BT,http://purl.org/biotop/biotop.owl#,canonical
bioportal,CABRO,http://www.semanticweb.org/dimitrios/ontologies/2013/2/untitled-ontology-2#,canonical
bioportal,CARELEX,http://www.CareLex.org/2012/carelex.owl#,canonical
bioportal,CARRE,file:/Users/allanthird/Work/CARRE/CARREOntology/carre-ontology.xml#,canonical
bioportal,CARRE,file:/Users/allanthird/Work/CARRE/CARREOntology/carre-sensors.xml#,prefix_alias
bioportal,CASE-BASE-ONTO,http://www.semanticweb.org/hsh/ontologies/2019/7/CBRDystempOnto#,canonical
bioportal,CCTOO,OBO:CCTO_,canonical
bioportal,CDPEO,http://www.semanticweb.org/ontologies/chronic-diease-patient-education-ontology#,canonical
bioportal,CEDARVS,http://www.semanticweb.org/jgraybeal/ontologies/2015/7/cedarvaluesets#,canonical
bioportal,cgnc,OBO:CGNC_,canonical
bioportal,CHD,http://homes.esat.kuleuven.be/~bioiuser/chdwiki/index.php/CHD:CaseReport?id=,canonical
bioportal,CHEMINF,http://semanticscience.org/resource/CHEMINF_,canonical
bioportal,CIDOC-CRM,http://www.cidoc-crm.org/cidoc-crm/,canonical
bioportal,CKDO,http://clininf.eu/ckdo#,canonical
bioportal,CMDO,http://purl.bioontology.org/ontology/CMDO/,canonical
bioportal,CMR-QA,http://www.semanticweb.org/ukbiobank/ocmr_isg/CMR-QA#,canonical
bioportal,CN,http://mmisw.org/ont/Technology/ComputerNetworks/,canonical
bioportal,CN,http://mmisw.org/ont/Technology/ComputerNetworks#,prefix_alias
bioportal,CO-WHEAT,OBO:CO_321_,canonical
bioportal,CODO,http://www.isibang.ac.in/ns/codo#,canonical
bioportal,COGAT,file:/srv/ncbo/repository/COGAT/8/,canonical
bioportal,COGPO,http://www.cogpo.org/ontologies/COGPO_,canonical
bioportal,COGPO,http://www.cogpo.org/ontologies/CogPOver1.owl#,prefix_alias
bioportal,COGPO,http://www.cogpo.org/ontologies/CogPOver2010.owl#COGPO_,prefix_alias
bioportal,COID,https://github.com/sap218/coid/blob/master/coid.owl#,canonical
bioportal,COKPME,http://www.iiitdwd.ac.in/ACB/COKPME#,canonical
bioportal,COMODI,http://purl.uni-rostock.de/comodi/comodi#,canonical
bioportal,COSTART,http://purl.bioontology.org/ontology/CST/,canonical
bioportal,CPRO,http://purl.org/cpr/,canonical
bioportal,CRISP,http://purl.bioontology.org/ontology/CSP/,canonical
bioportal,CRYOEM,http://scipion.i2pc.es/ontology/CRYOEM_,canonical
bioportal,CSSO,http://purl.jp/bio/11/csso/CSSO_,canonical
bioportal,CU-VO,http://www.semanticweb.org/jdr2160/ontologies/2015/5/venom_ontology#,canonical
bioportal,CVAO,http://www.semanticweb.org/ontologies/2015/11/CVAO#,canonical
bioportal,CWD,http://www.semanticweb.org/jbagwell/ontologies/2017/9/untitled-ontology-6#,canonical
bioportal,CYTO,http://www.semanticweb.org/demetrios/ontologies/2014/5/,canonical
bioportal,DATACITE,http://purl.org/spar/datacite/,canonical
bioportal,DCM,http://dicom.nema.org/resources/ontology/DCM/,canonical
bioportal,DEB,http://www.semanticweb.org/osnathakimi/ontologies/deb#,canonical
bioportal,DERMO,OBO:DERMO_,canonical
bioportal,DFO,https://w3id.org/dfo/,canonical
bioportal,DIAB,http://purl.bioontology.org/ontology/DIAB/,canonical
bioportal,DIKB,http://purl.org/net/drug-interaction-knowledge-base/DIKB_evidence_ontology.owl#,canonical
bioportal,DISDRIV,OBO:DISDRIV_,canonical
bioportal,DLO,https://w3id.org/dlo/,canonical
bioportal,DLORO,http://www.semanticweb.org/alan/ontologies/2013/8/untitled-ontology-9#,canonical
bioportal,DOCCC,http://www.semanticweb.org/hll/ontologies/2013/8/untitled-ontology-2#,canonical
bioportal,DOID,http://purl.org/obo/owl/DOID#,canonical
bioportal,DOREMUS-KEYS,http://data.doremus.org/vocabulary/key/,canonical
bioportal,DRANPTO,http://www.semanticweb.org/zhenyuzhang/ontologies/2019/8/nonpharmacological-intervention-for-agitation-in-dementia-ontology/,canonical
bioportal,DREAMDNPTO,http://www.semanticweb.org/zhenyuzhang/ontologies/2021/DREAMDNPTO#,canonical
bioportal,DRPSNPTO,http://www.semanticweb.org/zhenyuzhang/ontologies/2020/DRPSNPTO/,canonical
bioportal,DSEO,http://bigdatau.org/dseo#,canonical
bioportal,DTO,http://www.drugtargetontology.org/dto/DTO_,canonical
bioportal,EBP,http://www.semanticweb.org/tswheeler/ontologies/2016/3/EmpowerBP#,canonical
bioportal,ECAO,OBO:ECAO_,canonical
bioportal,ECG,http://www.cvrgrid.org/files/ECGOntologyv1.owl#ECG_,canonical
bioportal,ECP,http://iris.med.duth.gr/research/ecp/ontology/eCP.owl#,canonical
bioportal,ECSO,http://purl.dataone.org/odo/ECSO_,canonical
bioportal,EDAM,http://edamontology.org/,canonical
bioportal,EFO,http://www.ebi.ac.uk/efo/EFO_,canonical
bioportal,ELECTRICA,http://purl.org/ELECTRICA/,canonical
bioportal,ELIG,http://www.semanticweb.org/ontologies/2012/8/Ontology1348158066194.owl#,canonical
bioportal,ELTER_CL,http://vocabs.lter-europe.net/eLTER_CL/,canonical
bioportal,EMO,http://www.semanticweb.org/ontologies/2011/1/14/EMO.owl/,canonical
bioportal,ensembl.bacteria,OBO:EnsemblBacteria#_,canonical
bioportal,ENVS_VARIABLES,http://purl.org/m4m-dk-2/variables/,canonical
bioportal,ENVTHES,http://vocabs.lter-europe.net/EnvThes/,canonical
bioportal,EO,http://www.semanticweb.org/ethnicityOntology#,canonical
bioportal,EOL,http://purl.org/obo/owlEOL_,canonical
